"account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
"1151",1995-06-23,"monthly","Teplice",1,0,NA,NA,NA,NA,NA,"F",3263,3263,86,114558,300
"1152",1993-04-15,"monthly","Jicin",2,0,NA,NA,NA,NA,NA,"F",2186,2186,133,25659,800
"1153",1993-12-29,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",4918,1033,124,63950,200
"1154",1997-08-29,"weekly","Kolin",1,0,NA,NA,NA,NA,NA,"F",3475,3475,53,133387,400
"1155",1996-10-04,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",2260,2260,55,36553,1100
"1156",1997-12-09,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",NA,NA,27,88203,300
"1157",1993-03-27,"monthly","Melnik",1,1,NA,NA,NA,NA,NA,"F",NA,NA,145,48579,700
"1158",1994-04-03,"monthly","Svitavy",2,0,NA,NA,NA,NA,NA,"F",2171,2171,115,55819,200
"1159",1994-02-09,"monthly","Semily",2,0,NA,NA,NA,NA,NA,"F",6470,6470,130,56366,400
"1160",1996-07-29,"weekly","Most",1,0,NA,NA,NA,NA,NA,"F",3487,171,64,113102,1000
"1161",1993-05-08,"monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",3947,3947,137,49283,600
"1164",1994-01-14,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",NA,NA,205,72225,300
"1165",1997-03-23,"monthly","Chrudim",2,1,NA,NA,NA,NA,NA,"F",8270,8270,44,44759,900
"1166",1993-04-21,"monthly","Praha - zapad",1,0,149040,3105,48,"expired","F","T",4397,3105.2,141,64577,200
"1168",1994-11-03,"monthly","Rokycany",2,1,NA,NA,NA,NA,NA,"F",2432,40,103,42586,400
"1169",1994-03-02,"after every transaction","Semily",1,1,NA,NA,NA,NA,NA,"F",7748,591,152,144963,1000
"1170",1996-03-26,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",13057,2279.3,80,84628,200
"1171",1997-12-20,"monthly","Pisek",2,0,NA,NA,NA,NA,NA,"F",7893,7893,27,62717,800
"1172",1997-10-25,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",NA,NA,16,61304,300
"1173",1996-09-22,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",1352,950,51,20149,400
"1174",1995-03-21,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",3182,720,92,102450,900
"1176",1996-10-24,"monthly","Prachatice",1,0,NA,NA,NA,NA,NA,"F",2267,2267,49,27718,1100
"1177",1997-12-20,"monthly","Plzen - jih",1,0,NA,NA,NA,NA,NA,"F",6306,541,26,61347,1100
"1178",1997-05-04,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",5639,5639,42,71239,900
"1179",1993-01-23,"monthly","Ostrava - mesto",2,1,NA,NA,NA,NA,NA,"F",2808,2808,139,27872,700
"1180",1993-05-19,"monthly","Strakonice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,138,103186,500
"1181",1997-08-20,"monthly","Jesenik",2,0,NA,NA,NA,NA,NA,"F",3418,123,39,36785,200
"1182",1997-02-11,"monthly","Mlada Boleslav",1,1,NA,NA,NA,NA,NA,"F",1662.7,1662.7,48,71541,700
"1183",1995-05-08,"monthly","Pribram",2,0,NA,NA,NA,NA,NA,"F",1882,1046,105,39814,700
"1184",1994-05-06,"monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,111,109566,700
"1185",1997-06-07,"monthly","Pribram",2,0,NA,NA,NA,NA,NA,"F",2581,249,33,25266,700
"1186",1997-12-17,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,46,61465,600
"1187",1996-07-28,"monthly","Brno - venkov",1,0,NA,NA,NA,NA,NA,"F",2288,2288,55,45258,1000
"1188",1996-07-22,"monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,NA,"F",4421,4421,71,43161,800
"1189",1993-03-19,"monthly","Kromeriz",2,0,NA,NA,NA,NA,NA,"F",1944,344,135,33494,600
"1190",1996-09-09,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",8249,8249,61,49499,500
"1192",1996-05-02,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",NA,NA,66,65917,200
"1193",1994-01-05,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",7334,7334,124,53669,200
"1194",1994-04-15,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",3171,3171,115,80672,500
"1195",1996-12-27,"monthly","Havlickuv Brod",2,0,NA,NA,NA,NA,NA,"F",1890,453,45,38424,800
"1196",1996-01-16,"monthly","Rokycany",2,0,NA,NA,NA,NA,NA,"F",12445,12445,88,152656,800
"1197",1993-09-07,"monthly","Frydek - Mistek",1,1,NA,NA,NA,NA,NA,"F",2582,2582,156,49539,1000
"1198",1997-04-20,"monthly","Karvina",2,0,NA,NA,NA,NA,NA,"F",NA,NA,47,68774,1100
"1199",1997-03-18,"monthly","Svitavy",1,0,NA,NA,NA,NA,NA,"F",1948,762,56,57930,1000
"1200",1993-05-07,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",3743,525,137,76903,300
"1201",1993-07-23,"monthly","Trebic",1,0,NA,NA,NA,NA,NA,"F",5873,1836,137,79324,600
"1203",1995-08-09,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",3232,118,83,110912,1000
"1204",1993-12-03,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",4992,2154,124,112206,800
"1205",1994-10-08,"monthly","Opava",2,0,NA,NA,NA,NA,NA,"F",2989,2989,103,34401,1100
"1206",1995-10-21,"monthly","Karvina",2,0,NA,NA,NA,NA,NA,"F",3279,3279,74,27067,900
"1207",1993-06-08,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",9252,1110,135,78382,700
"1208",1997-11-09,"monthly","Kladno",1,0,NA,NA,NA,NA,NA,"F",4426,2126,30,66286,1000
"1209",1997-10-23,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",3568,3568,27,25263,900
"1210",1996-05-21,"monthly","Plzen - sever",1,0,NA,NA,NA,NA,NA,"F",NA,NA,63,78678,400
"1211",1996-08-09,"monthly","Semily",1,1,NA,NA,NA,NA,NA,"F",3073,372,72,49677,1100
"1212",1995-12-18,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",2805,2805,69,36067,900
"1213",1996-05-08,"monthly","Liberec",2,1,NA,NA,NA,NA,NA,"F",2984,2984,65,27195,200
"1214",1997-01-19,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",4469,4469,48,71357,500
"1215",1997-03-04,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",2508,2508,45,35286,900
"1216",1996-03-01,"monthly","Vsetin",1,0,NA,NA,NA,NA,NA,"F",2349,2349,85,28040,500
"1217",1993-10-25,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",1956,151,121,29203,200
"1218",1996-12-12,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3213.4,3213.4,52,102297,900
"1219",1996-06-08,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3986,3986,75,38466,1100
"1220",1995-07-15,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",2770,2770,79,69477,900
"1221",1997-01-02,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",3213.4,3213.4,54,120834,-1153
"1222",1993-01-20,"monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",1727,1727,139,47392,700
"1223",1996-08-10,"monthly","Karvina",1,1,NA,NA,NA,NA,NA,"F",4963,1398,60,63438,200
"1225",1993-12-14,"monthly","Kladno",1,0,NA,NA,NA,NA,NA,"F",NA,NA,123,86140,900
"1226",1996-10-23,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3826,3826,57,31064,400
"1227",1996-01-13,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",5511,101,80,63712,900
"1228",1995-04-09,"monthly","Uherske Hradiste",1,1,NA,NA,NA,NA,NA,"F",1980,1980,91,48339,400
"1229",1997-12-10,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",5505,5505,27,61435,500
"1230",1997-05-03,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3213.4,3213.4,49,143853,700
"1231",1994-01-18,"monthly","Melnik",2,1,NA,NA,NA,NA,NA,"F",3485,665,120,69084,1000
"1232",1996-07-06,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",NA,NA,44,78495,900
"1233",1996-02-08,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",2260,2260,71,21063,3390
"1234",1993-09-13,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",2236,2236,129,35032,6390
"1235",1993-11-23,"monthly","Sumperk",1,0,NA,NA,NA,NA,NA,"F",1843,1049,119,29723,500
"1236",1993-05-05,"monthly","Prachatice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,162,80518,1000
"1237",1994-03-13,"monthly","Nymburk",1,0,NA,NA,NA,NA,NA,"F",NA,NA,153,148694,1100
"1238",1995-10-29,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",2256,2256,73,42756,600
"1239",1993-04-10,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",3744,3744,135,34267,900
"1240",1997-09-11,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",4353,4353,32,44667,800
"1241",1996-07-02,"monthly","Blansko",2,0,NA,NA,NA,NA,NA,"F",2201,227,70,32554,200
"1242",1996-11-24,"after every transaction","Ostrava - mesto",1,1,128544,5356,24,"current","F","T",5355.7,38,69,135761,200
"1243",1996-01-07,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",NA,NA,49,110553,200
"1244",1996-05-08,"monthly","Frydek - Mistek",1,1,35904,748,48,"current","F","T",2122,54,74,34279,900
"1245",1997-11-12,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",3611,3611,28,55121,1100
"1246",1994-08-18,"monthly","Jihlava",2,1,NA,NA,NA,NA,NA,"F",3239,3239,102,42116,1100
"1247",1993-06-08,"monthly","Klatovy",1,0,99696,2077,48,"current","T","T",2077,2077,167,146738,-975
"1248",1995-04-29,"monthly","Domazlice",2,0,NA,NA,NA,NA,NA,"F",3176,3176,85,33971,600
"1249",1995-03-30,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",1361,392,114,59170,400
"1250",1996-03-28,"monthly","Uherske Hradiste",1,0,182640,3805,48,"current","F","T",10069,61,68,64412,600
"1251",1995-07-18,"weekly","Chomutov",1,1,NA,NA,NA,NA,NA,"F",7870,7870,89,120490,400
"1252",1995-07-26,"weekly","Rakovnik",1,0,148140,4115,36,"current","F","T",4114.7,4114.7,87,86290,1000
"1253",1997-04-13,"monthly","Kolin",1,1,NA,NA,NA,NA,NA,"F",5330,3865,46,80043,700
"1254",1995-03-28,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,116,152484,800
"1255",1997-07-02,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",4598,4598,37,104284,-2745
"1256",1994-04-21,"monthly","Louny",1,0,71064,1974,36,"expired","F","T",5450,1178,117,55373,700
"1257",1995-10-11,"monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",4387,4387,78,67376,500
"1258",1996-09-01,"monthly","Beroun",2,0,NA,NA,NA,NA,NA,"F",1174,759,57,21153,700
"1259",1997-04-12,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",2108,464,44,48740,500
"1260",1996-11-17,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",6594,6594,55,54472,200
"1261",1995-03-18,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",9222,9222,93,103222,1000
"1262",1997-01-19,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",2821,2821,43,36952,400
"1263",1996-01-09,"weekly","Sokolov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,89,145543,200
"1264",1997-02-16,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",6605,6605,46,80128,900
"1265",1996-02-25,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",1870,1870,66,45137,300
"1266",1996-07-01,"monthly","Hodonin",1,0,NA,NA,NA,NA,NA,"F",9291,9291,64,70874,1100
"1267",1996-08-05,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",2271,21,60,73525,400
"1268",1993-07-25,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",2220,2220,163,55301,800
"1269",1994-03-28,"monthly","Usti nad Orlici",2,0,NA,NA,NA,NA,NA,"F",6840,599,127,58412,400
"1270",1996-06-07,"after every transaction","Brno - venkov",1,0,74772,2077,36,"current","F","T",4162,2077.3,66,45989,500
"1271",1996-06-18,"monthly","Pelhrimov",1,1,NA,NA,NA,NA,NA,"F",4128,4128,76,34546,1000
"1272",1993-05-25,"weekly","Teplice",1,0,NA,NA,NA,NA,NA,"F",1246.4,1246.4,118,112969,-493
"1273",1994-03-25,"monthly","Litomerice",1,0,NA,NA,NA,NA,NA,"F",3863,3863,116,93513,500
"1274",1996-08-19,"weekly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,73,144218,-916
"1275",1996-06-26,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",1903,1903,58,36774,300
"1276",1993-01-07,"monthly","Liberec",2,0,NA,NA,NA,NA,NA,"F",3839,169,176,47374,400
"1277",1993-06-20,"monthly","Tachov",2,0,NA,NA,NA,NA,NA,"F",3175,3175,131,31462,1000
"1279",1997-10-13,"monthly","Plzen - sever",2,0,NA,NA,NA,NA,NA,"F",3587,3587,27,29049,1000
"1280",1995-05-03,"monthly","Karvina",2,1,NA,NA,NA,NA,NA,"F",2491,2491,89,55668,600
"1281",1997-04-14,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",NA,NA,43,103556,1100
"1284",1997-07-02,"monthly","Brno - venkov",1,0,52512,4376,12,"current","F","T",4375.5,4375.5,39,120420,1000
"1285",1993-06-04,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",7213,7213,135,67301,300
"1286",1993-11-23,"after every transaction","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",8500,8500,191,150359,500
"1287",1995-03-04,"monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",6619,525,107,101835,600
"1288",1993-11-27,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",2948,2948,120,33701,600
"1289",1996-07-07,"monthly","Olomouc",1,1,NA,NA,NA,NA,NA,"F",6950,6950,62,93436,500
"1291",1994-07-04,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",1333,335,109,33091,600
"1292",1994-09-03,"monthly","Beroun",1,1,NA,NA,NA,NA,NA,"F",1653,221,112,78251,1100
"1293",1996-09-03,"monthly","Teplice",1,0,NA,NA,NA,NA,NA,"F",3484,3484,58,76987,800
"1294",1994-11-27,"monthly","Novy Jicin",1,0,NA,NA,NA,NA,NA,"F",2177,1404,100,63568,300
"1295",1994-10-28,"monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",3282,3282,110,33509,600
"1296",1996-12-02,"monthly","Svitavy",2,1,NA,NA,NA,NA,NA,"F",1607,1607,51,35638,800
"1297",1993-07-27,"monthly","Karvina",2,0,NA,NA,NA,NA,NA,"F",3311,2878,133,111189,400
"1298",1996-01-20,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",5822,5822,74,55965,400
"1299",1993-06-21,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2291,317,142,31368,200
"1301",1994-09-15,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",NA,NA,65,68620,600
"1302",1993-11-21,"monthly","Brno - venkov",2,0,NA,NA,NA,NA,NA,"F",3924,3924,119,36916,800
"1303",1997-09-08,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",3601,3601,36,46502,1100
"1304",1996-04-27,"monthly","Teplice",1,0,NA,NA,NA,NA,NA,"F",2368.9,2368.9,73,131152,400
"1305",1993-08-25,"monthly","Hodonin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,135,124052,400
"1306",1995-03-22,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5023,942,94,56898,600
"1307",1994-12-05,"monthly","Breclav",1,0,NA,NA,NA,NA,NA,"F",3297,3297,122,36036,500
"1308",1996-09-25,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",3206,3206,51,35251,400
"1309",1995-04-15,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",10199,2600,89,114386,1000
"1310",1996-02-22,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",NA,NA,71,36978,1100
"1311",1996-01-03,"monthly","Prostejov",2,0,NA,NA,NA,NA,NA,"F",9327,9327,77,46922,500
"1312",1994-10-15,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",1690,1690,97,38562,400
"1313",1997-10-01,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,51,165716,200
"1314",1993-12-03,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",6889,6889,123,83815,600
"1315",1995-04-17,"monthly","Rakovnik",1,0,NA,NA,NA,NA,NA,"F",3160,299,100,53474,900
"1316",1996-12-13,"monthly","Havlickuv Brod",1,1,NA,NA,NA,NA,NA,"F",1130,233,45,20754,300
"1317",1994-02-18,"monthly","Breclav",2,0,NA,NA,NA,NA,NA,"F",3493,3493,114,38887,1100
"1318",1997-12-22,"monthly","Breclav",1,0,185544,5154,36,"current","F","T",8677,744,26,70888,200
"1319",1997-08-08,"after every transaction","Breclav",1,0,NA,NA,NA,NA,NA,"F",6185,884,34,131331,1000
"1320",1996-11-18,"monthly","Jihlava",1,0,NA,NA,NA,NA,NA,"F",4377,80,52,58757,1000
"1321",1997-03-27,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",2683,636,53,34262,200
"1322",1993-07-05,"monthly","Pelhrimov",1,1,NA,NA,NA,NA,NA,"F",1485,1431,133,31305,200
"1323",1996-05-20,"monthly","Hradec Kralove",2,0,NA,NA,NA,NA,NA,"F",9720,9720,64,85936,600
"1324",1996-11-05,"monthly","Havlickuv Brod",2,0,NA,NA,NA,NA,NA,"F",2741,680,54,75712,300
"1325",1996-08-08,"monthly","Plzen - mesto",2,0,NA,NA,NA,NA,NA,"F",1766,362,59,24549,300
"1326",1996-11-11,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",1207,96,60,33782,800
"1327",1994-08-24,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",NA,NA,129,91930,400
"1328",1996-05-04,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",3249.8,3249.8,67,112300,1100
"1329",1996-09-16,"monthly","Blansko",2,1,23520,1960,12,"expired","F","T",5081,1960.2,59,44667,500
"1330",1996-10-22,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",NA,NA,66,133568,-9373
"1331",1995-01-03,"monthly","Kromeriz",2,0,NA,NA,NA,NA,NA,"F",3320,1096,98,60793,600
"1332",1993-03-25,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",4755,4755,140,116646,300
"1333",1994-09-29,"monthly","Tabor",1,1,NA,NA,NA,NA,NA,"F",6508,6508,112,43098,300
"1334",1993-05-14,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,147,42323,300
"1335",1995-09-21,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",5367,1044,83,60946,200
"1336",1997-02-26,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",9426,9426,47,57296,300
"1337",1993-09-01,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",3264,3264,176,71903,500
"1338",1993-01-11,"monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,NA,"F",4545,157,182,157455,400
"1339",1997-07-06,"monthly","Sumperk",1,1,NA,NA,NA,NA,NA,"F",NA,NA,34,103302,900
"1340",1997-10-28,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",1120,472,33,30557,1000
"1341",1995-11-21,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",2098,2098,71,21610,1100
"1342",1997-10-09,"monthly","Nymburk",2,0,NA,NA,NA,NA,NA,"F",3665,1011,34,87446,700
"1344",1995-07-16,"after every transaction","Pribram",1,0,NA,NA,NA,NA,NA,"F",NA,NA,101,119110,200
"1345",1993-10-19,"monthly","Plzen - sever",2,1,NA,NA,NA,NA,NA,"F",3294,848,126,87095,200
"1346",1997-07-01,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",1592,475,41,29869,400
"1347",1996-11-24,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",2066,2066,48,16871,500
"1348",1997-11-12,"monthly","Brno - venkov",2,0,NA,NA,NA,NA,NA,"F",5025,17,31,60347,300
"1349",1996-03-05,"monthly","Prerov",2,0,NA,NA,NA,NA,NA,"F",2292,1521,69,30698,700
"1350",1996-08-25,"weekly","Tabor",1,0,NA,NA,NA,NA,NA,"F",6875,1079,61,108718,1000
"1351",1996-03-29,"monthly","Teplice",1,0,NA,NA,NA,NA,NA,"F",2227,2227,63,32946,300
"1352",1994-09-23,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3445,213,104,88471,500
"1353",1994-04-21,"monthly","Trutnov",1,1,NA,NA,NA,NA,NA,"F",6646,651,115,57363,700
"1354",1997-06-21,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",3080,3080,34,22864,1000
"1355",1997-08-16,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3606,3606,34,72658,1100
"1356",1997-02-01,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",NA,NA,57,36883,1000
"1357",1995-11-20,"monthly","Breclav",1,0,NA,NA,NA,NA,NA,"F",2290,2290,100,64822,900
"1358",1996-04-21,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",2980,2980,86,58737,500
"1359",1993-12-02,"monthly","Mlada Boleslav",1,1,NA,NA,NA,NA,NA,"F",NA,NA,95,71696,600
"1360",1994-08-14,"monthly","Novy Jicin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,143,100726,700
"1361",1996-12-09,"monthly","Nachod",2,0,NA,NA,NA,NA,NA,"F",6195,6195,49,69347,1100
"1362",1996-12-19,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,44,110286,1000
"1363",1997-03-23,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",5046,82,44,78381,1000
"1365",1996-03-15,"monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,NA,"F",2314,2314,91,71921,300
"1366",1993-02-24,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",4773,1,167,41307,900
"1367",1996-08-20,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",3872,193,59,47715,800
"1368",1996-12-12,"monthly","Domazlice",1,0,NA,NA,NA,NA,NA,"F",4439,4439,53,133421,1100
"1369",1996-03-23,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",6005,1738,82,59593,400
"1370",1996-09-25,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",1852,1852,51,49366,600
"1371",1994-04-27,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3074,3074,109,28667,400
"1372",1993-03-16,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,205,111312,300
"1373",1993-06-12,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",1628,346,129,25193,500
"1374",1996-09-26,"monthly","Blansko",1,0,389136,8107,48,"current","F","T",8107.3,8107.3,56,126404,700
"1375",1994-04-27,"monthly","Prachatice",1,0,45336,1889,24,"expired","F","T",5930,1889,116,93209,800
"1376",1995-09-20,"monthly","Zlin",2,0,NA,NA,NA,NA,NA,"F",2731,2731,75,32149,700
"1377",1996-09-25,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",2272,2272,51,20969,300
"1378",1993-03-04,"monthly","Kromeriz",1,1,NA,NA,NA,NA,NA,"F",2953,693,142,114101,1100
"1379",1997-10-01,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",6953,6953,33,50332,700
"1380",1996-02-19,"monthly","Blansko",1,1,NA,NA,NA,NA,NA,"F",8829,1100,70,85744,1100
"1381",1993-11-01,"monthly","Hodonin",2,0,NA,NA,NA,NA,NA,"F",2705,2705,125,28999,1000
"1382",1993-08-03,"monthly","Rychnov nad Kneznou",1,1,NA,NA,NA,NA,NA,"F",2059,2059,131,25243,800
"1383",1996-04-15,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",2173,2173,62,50913,1000
"1384",1996-03-28,"weekly","Ostrava - mesto",1,1,NA,NA,NA,NA,NA,"F",NA,NA,68,114021,-2264
"1385",1997-05-08,"monthly","Blansko",2,0,NA,NA,NA,NA,NA,"F",9834,9834,42,79028,1000
"1387",1997-01-01,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",NA,NA,39,48892,1100
"1388",1994-05-02,"monthly","Rokycany",1,1,NA,NA,NA,NA,NA,"F",NA,NA,114,78299,700
"1389",1997-08-05,"monthly","Chomutov",1,0,125472,5228,24,"current","F","T",6376,5227.7,52,117375,800
"1390",1996-12-30,"monthly","Jesenik",1,1,NA,NA,NA,NA,NA,"F",6147,1011,59,47088,400
"1391",1996-12-21,"monthly","Cesky Krumlov",2,0,NA,NA,NA,NA,NA,"F",3053,3053,50,59291,600
"1392",1993-04-28,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",4216,3081,140,124909,700
"1393",1996-11-24,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",5254,5254,58,49045,600
"1394",1994-12-27,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",1454,646,93,67266,600
"1395",1995-11-21,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3432,3432,97,51689,300
"1396",1996-06-26,"monthly","Nachod",1,1,NA,NA,NA,NA,NA,"F",14707,14707,88,128388,400
"1397",1993-03-22,"monthly","Pelhrimov",1,0,NA,NA,NA,NA,NA,"F",8319,8319,148,62010,700
"1398",1994-08-18,"monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",NA,NA,46,48271,1000
"1399",1996-05-20,"monthly","Jicin",2,0,NA,NA,NA,NA,NA,"F",5427,13,76,46881,800
"1401",1993-08-12,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2463,2463,127,51101,300
"1402",1993-03-26,"monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,NA,"F",2221,374,153,50569,400
"1403",1995-11-02,"monthly","Pelhrimov",1,0,NA,NA,NA,NA,NA,"F",9120,9120,78,54577,1000
"1404",1993-09-22,"weekly","Melnik",2,0,NA,NA,NA,NA,NA,"F",6306,53,166,146017,400
