"account_id","date","amount","payments","id","loanduration","loantype"
"8926",1998-01-23,566640,9444,"6791",60,"C"
"8931",1997-01-30,186300,3105,"6793",60,"C"
"8972",1996-12-21,45024,938,"6805",48,"C"
"8982",1994-10-12,227880,6330,"6808",36,"A"
"9006",1996-06-08,186384,3883,"6810",48,"C"
"9017",1996-03-26,100224,2088,"6816",48,"D"
"9024",1996-10-04,70656,1472,"6817",48,"C"
"9030",1996-12-12,155616,3242,"6818",48,"C"
"9031",1997-05-03,50112,2088,"6819",24,"C"
"9034",1993-12-16,38148,3179,"6820",12,"A"
"9037",1998-09-15,321936,6707,"6821",48,"C"
"9052",1997-02-26,71976,2999,"6824",24,"D"
"9093",1994-08-03,189300,3155,"6836",60,"C"
"9104",1994-08-07,172080,3585,"6841",48,"A"
"9138",1997-06-03,272220,4537,"6851",60,"D"
"9140",1998-11-10,16032,334,"6852",48,"C"
"9153",1998-03-01,52236,1451,"6855",36,"C"
"9156",1998-12-01,163332,4537,"6856",36,"C"
"9159",1998-06-08,69600,1450,"6857",48,"C"
"9167",1998-03-07,272220,4537,"6859",60,"C"
"9179",1998-02-28,215040,3584,"6861",60,"C"
"9188",1993-07-28,127080,2118,"6863",60,"A"
"9199",1996-09-11,29448,2454,"6865",12,"B"
"9201",1998-02-05,122472,5103,"6866",24,"C"
"9208",1998-10-12,82128,3422,"6868",24,"C"
"9225",1997-04-13,164256,3422,"6871",48,"C"
"9227",1998-04-29,191580,3193,"6872",60,"C"
"9235",1997-03-13,83280,1735,"6875",48,"C"
"9236",1993-12-21,86616,7218,"6876",12,"A"
"9241",1997-06-19,285240,4754,"6877",60,"C"
"9242",1997-01-24,23184,1932,"6878",12,"A"
"9263",1997-05-08,39576,3298,"6887",12,"A"
"9265",1994-07-11,39576,3298,"6888",12,"A"
"9307",1994-09-19,41904,3492,"6895",12,"A"
"9337",1994-06-04,52128,2172,"6903",24,"A"
"9353",1997-06-08,188616,7859,"6908",24,"C"
"9377",1997-04-29,99936,4164,"6913",24,"C"
"9403",1994-08-05,120888,3358,"6919",36,"A"
"9422",1996-10-29,86184,7182,"6921",12,"A"
"9424",1997-08-26,83628,2323,"6922",36,"C"
"9433",1998-10-05,44640,1860,"6923",24,"C"
"9455",1998-02-07,374760,6246,"6926",60,"C"
"9472",1995-05-08,36396,3033,"6929",12,"A"
"9491",1998-06-25,225504,4698,"6932",48,"C"
"9493",1995-09-09,188688,3931,"6933",48,"C"
"9494",1997-02-09,116832,9736,"6934",12,"A"
"9504",1997-03-10,341280,5688,"6938",60,"C"
"9510",1996-11-22,228276,6341,"6940",36,"C"
"9513",1997-07-16,18324,1527,"6942",12,"A"
"9548",1996-11-15,46176,962,"6944",48,"C"
"9560",1998-03-15,157068,4363,"6948",36,"C"
"9583",1995-12-12,104712,4363,"6949",24,"A"
"9591",1995-04-11,104712,4363,"6950",24,"A"
"9627",1995-11-22,244368,5091,"6955",48,"C"
"9631",1997-11-09,59448,2477,"6956",24,"C"
"9633",1997-06-30,59448,2477,"6959",24,"D"
"9640",1995-01-11,76416,3184,"6960",24,"A"
"9645",1996-06-06,176148,4893,"6961",36,"C"
"9646",1998-04-02,279072,5814,"6962",48,"C"
"9656",1995-06-13,139536,5814,"6965",24,"A"
"9673",1998-09-12,88200,2450,"6969",36,"C"
"9677",1997-06-17,31620,527,"6970",60,"C"
"9730",1997-08-15,116040,1934,"6984",60,"C"
"9731",1995-11-22,113796,3161,"6985",36,"A"
"9750",1995-02-11,151728,3161,"6986",48,"D"
"9790",1996-07-27,133968,2791,"6992",48,"C"
"9814",1996-09-26,96168,8014,"6995",12,"A"
"9828",1995-04-13,126600,5275,"6996",24,"A"
"9833",1994-05-21,97632,8136,"6998",12,"A"
"9859",1997-08-10,300600,5010,"7001",60,"C"
"9869",1995-03-15,331560,5526,"7004",60,"C"
"9897",1995-09-22,36168,3014,"7008",12,"A"
"9928",1996-08-02,89340,1489,"7013",60,"C"
"10001",1996-07-11,19044,529,"7034",36,"C"
"10005",1998-07-29,210744,5854,"7035",36,"C"
"10019",1996-09-25,194940,5415,"7036",36,"C"
"10022",1998-01-03,218064,4543,"7037",48,"C"
"10049",1997-03-28,91632,7636,"7046",12,"A"
"10063",1997-06-24,233424,6484,"7049",36,"C"
"10065",1997-09-23,311232,6484,"7050",48,"C"
"10068",1997-07-28,77808,6484,"7051",12,"A"
"10079",1994-04-06,167100,2785,"7055",60,"C"
"10093",1995-10-20,231696,6436,"7057",36,"A"
"10105",1994-08-27,121896,5079,"7061",24,"A"
"10131",1994-05-02,215388,5983,"7066",36,"B"
"10134",1998-01-11,136368,5682,"7067",24,"C"
"10148",1998-01-27,22104,1842,"7072",12,"C"
"10202",1997-06-19,305424,6363,"7085",48,"C"
"10215",1997-02-20,44304,1846,"7087",24,"C"
"10233",1997-05-03,239160,3986,"7088",60,"C"
"10243",1998-09-22,113436,3151,"7091",36,"C"
"10257",1998-09-02,37812,3151,"7096",12,"C"
"10266",1993-12-23,75624,3151,"7097",24,"B"
"10280",1997-12-31,348120,5802,"7100",60,"C"
"10297",1996-11-18,421008,8771,"7101",48,"C"
"10320",1993-12-13,259740,4329,"7104",60,"A"
"10345",1998-01-21,31260,2605,"7110",12,"C"
"10351",1997-03-04,88704,1848,"7115",48,"C"
"10361",1997-06-02,86880,7240,"7119",12,"A"
"10364",1993-11-10,21924,609,"7121",36,"A"
"10365",1997-01-04,260640,7240,"7122",36,"D"
"10404",1998-03-01,194280,3238,"7129",60,"C"
"10411",1996-12-11,123408,5142,"7130",24,"A"
"10436",1996-09-28,54396,1511,"7136",36,"C"
"10439",1994-06-03,151560,6315,"7137",24,"A"
"10440",1995-07-03,60000,1000,"7138",60,"C"
"10445",1998-01-22,23412,1951,"7139",12,"C"
"10451",1994-12-19,482940,8049,"7142",60,"D"
"10478",1998-01-02,267600,5575,"7147",48,"C"
"10493",1998-02-18,133800,5575,"7151",24,"C"
"10520",1996-12-05,417600,6960,"7154",60,"C"
"10613",1998-08-15,249792,5204,"7164",48,"C"
"10630",1995-06-24,198240,8260,"7166",24,"A"
"10644",1998-06-18,269964,7499,"7167",36,"C"
"10645",1998-07-05,208332,5787,"7168",36,"C"
"10650",1998-02-24,196224,4088,"7171",48,"C"
"10652",1998-05-07,45720,3810,"7172",12,"C"
"10663",1995-10-28,260028,7223,"7176",36,"A"
"10679",1997-10-02,197808,8242,"7181",24,"C"
"10711",1997-12-24,24180,403,"7187",60,"C"
"10728",1996-03-21,154656,3222,"7189",48,"C"
"10738",1994-12-21,115992,3222,"7192",36,"A"
"10762",1996-09-17,68832,1912,"7194",36,"C"
"10774",1998-04-23,339168,7066,"7195",48,"C"
"10788",1994-08-23,45768,3814,"7198",12,"A"
"10789",1997-12-09,45768,3814,"7199",12,"A"
"10799",1998-07-11,31140,519,"7200",60,"C"
"10807",1997-03-07,67464,5622,"7201",12,"A"
"10812",1998-05-29,140688,2931,"7202",48,"C"
"10857",1997-11-30,385560,6426,"7209",60,"D"
"10884",1996-02-13,113544,3154,"7213",36,"C"
"10905",1997-08-23,57120,1190,"7219",48,"C"
"10911",1994-07-28,131292,3647,"7220",36,"A"
"10915",1998-06-11,152460,2541,"7221",60,"C"
"10940",1994-02-23,197748,5493,"7226",36,"A"
"10942",1995-10-02,314520,5242,"7227",60,"C"
"10954",1997-04-02,18720,312,"7230",60,"C"
"10963",1996-12-25,115812,3217,"7233",36,"C"
"10973",1993-10-13,154416,3217,"7235",48,"A"
"11013",1993-09-06,274740,4579,"7240",60,"A"
"11021",1995-03-04,168984,7041,"7241",24,"B"
"11027",1997-10-23,48096,2004,"7242",24,"C"
"11042",1995-12-04,217152,6032,"7243",36,"A"
"11054",1996-08-20,148920,2482,"7246",60,"C"
"11065",1994-06-12,69360,1445,"7249",48,"A"
"11069",1997-03-04,119136,2482,"7250",48,"C"
"11079",1997-04-26,98304,8192,"7253",12,"A"
"11096",1997-06-09,213300,3555,"7255",60,"C"
"11111",1994-01-31,108144,3004,"7259",36,"A"
"11135",1994-03-01,182628,5073,"7262",36,"A"
"11138",1996-01-19,89880,3745,"7263",24,"A"
"11141",1997-10-07,44940,3745,"7264",12,"A"
"11186",1996-10-02,392460,6541,"7271",60,"C"
"11231",1997-10-24,89280,7440,"7277",12,"A"
"11244",1997-12-11,155760,6490,"7279",24,"C"
"11265",1993-09-15,52788,4399,"7284",12,"A"
"11271",1997-01-31,67320,1870,"7286",36,"C"
"11317",1998-11-22,317460,5291,"7292",60,"C"
"11327",1998-09-27,39168,1632,"7294",24,"C"
"11328",1998-07-18,280440,4674,"7295",60,"C"
"11349",1995-10-29,419880,6998,"7304",60,"C"
"11359",1996-08-06,54024,4502,"7305",12,"A"
"11362",1996-12-27,129408,5392,"7308",24,"A"
